Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2sto7DNLA3bT9fyi01W3VK,"All My Tears","Rarities","Ane Brun",2013-10-04,124853,44,false,sartoip888,2024-09-18T21:12:09Z,"","Balloon Ranger Recordings AB",0.487,0.167,9,-11.036,1,0.0607,0.974,0.0000551,0.111,0.641,169.366,4
spotify:track:28Zg3EXyibO3UEda2WirSV,"Koop Island Blues","Koop Islands","Koop;Ane Brun",2006-10-03,276360,61,false,sartoip888,2024-09-18T21:13:57Z,"nu jazz,acid jazz,trip hop","Diesel",0.555,0.537,10,-9.041,0,0.0314,0.731,0.0524,0.287,0.521,79.239,4
spotify:track:6ZXyNjjWkVaehH0otfMCTR,"Halo","Rarities","Ane Brun;Linnea Olsson",2013-10-04,232986,34,false,sartoip888,2024-09-18T21:19:19Z,"","Balloon Ranger Recordings AB",0.571,0.131,3,-13.117,1,0.0393,0.954,0.00183,0.139,0.211,127.519,4
