Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0vlCOzte4bru0gK74lfUIJ,"Once Upon A Time In The West","Communiqué","Dire Straits",1979-06-15,324200,69,false,sartoip888,2020-04-20T09:53:46Z,"rock klasyczny","EMI",0.679,0.655,9,-11.859,0,0.0456,0.22,0.0198,0.109,0.898,146.556,4
spotify:track:5PBP5VRLIf2XfLedZr1suU,"Pipeline","Guitar in the Space Age","Bill Frisell",2014-10-06,426173,35,false,sartoip888,2020-04-20T09:59:56Z,"jazz,jazz fusion,free jazz","OKEH",0.395,0.691,9,-11.898,0,0.0392,0.385,0.903,0.132,0.0968,128.879,4
spotify:track:5yVfyUXiFntXBFVHcTXdax,"Esse Olhar Que Era Só Teu","Lisboa Mulata","Dead Combo",2011-01-01,352960,27,false,sartoip888,2020-04-20T10:07:17Z,"fado","Universal Music Portugal SA",0.486,0.197,2,-11.582,0,0.0419,0.85,0.852,0.105,0.3,91.882,4
spotify:track:1Yz4f8rXtp24nC5ODB2hbf,"Sympathy","Sympathy","Rare Bird",1970-01-01,167573,42,false,sartoip888,2020-04-20T10:13:06Z,"rock progresywny,art rock","Charisma Catalogue",0.595,0.0916,9,-15.629,0,0.0411,0.822,0,0.637,0.404,134.588,4
spotify:track:3O1hpSOaJDW4SelgUG2XT3,"Love Sick","Time Out Of Mind","Bob Dylan",1997-09-30,320866,42,false,sartoip888,2020-04-20T10:25:44Z,"folk rock,folk,wokaliści i autorzy piosenek,roots rock,country rock","Columbia",0.55,0.273,11,-13.863,0,0.0344,0.599,0.0000293,0.224,0.305,72.52,4
spotify:track:0WA7tnwR9n1R5ZgAzN418l,"Tijuana","Travel-Log","J.J. Cale",1990-02,233266,38,false,sartoip888,2020-04-20T10:34:44Z,"blues,blues rock,roots rock","Silvertone",0.663,0.354,5,-18.765,1,0.0331,0.375,0,0.102,0.569,106.427,4
spotify:track:4IoqGTH2D6zMrGzg9gW0DL,"How Does It Make You Feel?","10 000 Hz Legend","Air",2001-05-28,277653,42,false,sartoip888,2020-04-20T10:39:56Z,"trip hop,downtempo","Parlophone (France)",0.707,0.338,7,-8.322,0,0.0372,0.158,0.626,0.0606,0.15,124.841,4
spotify:track:059LGQd42y87hQMHQyJGSU,"You Keep Me Hangin' On","You Keep Me Hanging On","Vanilla Fudge",2004-11-30,179573,43,false,sartoip888,2020-04-20T10:42:43Z,"acid rock,rock psychodeliczny","Rhino/Elektra",0.206,0.7,4,-9.682,0,0.0469,0.0172,0.00582,0.228,0.317,172.338,3
spotify:track:1xp55ZNcCjgR5HhzgIu0LR,"Drover","Apocalypse","Bill Callahan",2011-04-19,324706,0,false,sartoip888,2020-04-20T10:44:59Z,"country alternatywne","Drag City Records",0.581,0.615,11,-11.224,0,0.0557,0.567,0.0606,0.126,0.696,153.682,3
spotify:track:6qj0OV5w2PlGTASSx34Lrl,"Lucky Man - 2012 Remaster","Emerson, Lake & Palmer","Emerson, Lake & Palmer",1970-10-01,277653,0,false,sartoip888,2020-04-20T10:53:57Z,"rock progresywny,art rock","BMG Rights Management (UK) Ltd.",0.341,0.424,7,-14.158,1,0.0294,0.0912,0.0419,0.0543,0.565,154.638,3
spotify:track:5ckwOX7SVzt9OISbGkD299,"Song to the Siren - Take 7","Works In Progress","Tim Buckley",1999,208400,52,false,sartoip888,2020-04-10T14:47:22Z,"folk rock,folk","Rhino/Elektra",0.577,0.0513,4,-21.308,1,0.0331,0.845,0.000139,0.106,0.068,67.657,4
spotify:track:2P2ikcHf5nxhs08eUghmsn,"The Ballad of Red Buckets","Stuff Like That There","Yo La Tengo",2015-08-28,289466,0,false,sartoip888,2020-04-20T11:03:49Z,"dream pop,slowcore","Matador",0.541,0.449,0,-9.775,1,0.0308,0.573,0.539,0.0903,0.461,82.761,4
spotify:track:3vGhQoG6IalBCxkEr6Aw6v,"Big Calm","Big Calm","Morcheeba",1998,361266,50,true,sartoip888,2020-04-21T11:24:08Z,"trip hop,downtempo","EastWest U.K.",0.345,0.809,0,-6.655,1,0.106,0.0467,0.723,0.074,0.323,150.234,4
spotify:track:6iZtDWu3FTuxu7AprIqA3Y,"Hocus Pocus - Extended Version","Moving Waves","Focus",1971,402560,51,false,sartoip888,2020-04-21T11:26:33Z,"rock progresywny,nederpop,art rock","Red Bullet",0.267,0.722,2,-7.344,1,0.102,0.00596,0.893,0.35,0.347,184.093,4
spotify:track:5iZcoTR04zBUw9Bk8zKhtT,"Higgs Boson Blues","Push the Sky Away","Nick Cave & The Bad Seeds",2013-02-18,470653,0,false,sartoip888,2020-04-21T11:34:09Z,"","Bad Seed Ltd",0.392,0.42,11,-12.559,0,0.0413,0.831,0.000499,0.112,0.28,123.183,4
spotify:track:4mBEFc7XQuJa9w4mNLIZNp,"All The World Is Green","Blood Money (Remastered)","Tom Waits",2002-05-07,276546,42,false,sartoip888,2020-04-21T11:43:46Z,"wokaliści i autorzy piosenek,gotyk południowy","Anti/Epitaph",0.513,0.286,2,-10.814,1,0.0335,0.942,0.00635,0.11,0.263,101.859,4
spotify:track:3fQm5lL6UCCbWaWfffLIsv,"Anenome","Tepid Peppermint Wonderland - A Retrospective","The Brian Jonestown Massacre",2008-06-09,327920,51,false,sartoip888,2020-04-21T13:00:03Z,"neo-psychodelia,shoegaze,rock psychodeliczny,space rock","'a' Records",0.486,0.758,10,-9.914,0,0.0356,0.0254,0.809,0.0769,0.56,83.076,4
spotify:track:4kPSjEg8u1U4pg2dHHMmtf,"Dancing Barefoot","Wave","Patti Smith",1979,256533,59,false,sartoip888,2020-04-21T13:15:25Z,"proto-punk","Arista/Legacy",0.492,0.639,2,-9.944,1,0.0319,0.235,0,0.0738,0.792,115.519,4
spotify:track:4H3K3jbAgNoDIbVcU6c6kg,"Hoist That Rag - Remastered","Real Gone (Remastered)","Tom Waits",2004-10-05,248280,38,false,sartoip888,2020-04-21T13:24:46Z,"wokaliści i autorzy piosenek,gotyk południowy","Anti/Epitaph",0.411,0.832,9,-5.872,0,0.0536,0.619,0.0213,0.189,0.674,103.523,4
spotify:track:4eriYvLzd50Fxes5eZZeLE,"Fifteen Feet of Pure White Snow - 2011 Remastered Version","No More Shall We Part (2011 Remastered Version)","Nick Cave & The Bad Seeds",2001,336760,0,false,sartoip888,2020-04-21T13:28:40Z,"","Mute, a BMG Company",0.565,0.489,9,-10.557,0,0.0504,0.561,0.0000813,0.0748,0.454,123.613,4
spotify:track:0Q2dRzhPWFOex89dOjbq5Y,"Watermelon In Easter Hay","Joe's Garage Acts I, II & III","Frank Zappa",1979-09-17,547960,31,false,sartoip888,2020-04-21T13:51:35Z,"rock progresywny,art rock,jazz fusion,rock psychodeliczny,awangarda,muzyka eksperymentalna","Frank Zappa Catalog",0.486,0.433,9,-13.21,1,0.0439,0.192,0.031,0.124,0.295,110.936,4
spotify:track:0DtItzol85j6j5F9j9V36Q,"Wild Life - Remastered 2018","Wild Life","Wings",1971-12-07,400400,41,false,sartoip888,2020-04-21T14:00:20Z,"","Paul McCartney Catalog",0.596,0.43,10,-8.503,1,0.0299,0.37,0.00119,0.1,0.269,129.602,3
spotify:track:4QTV3dLUyYu5vFPEFvA1jg,"Angie - 2015 Remaster","Bert Jansch","Bert Jansch",1965-01-01,189405,0,false,sartoip888,2020-04-21T14:36:57Z,"folk,folk rock,tradycyjny folk","Sanctuary Records",0.48,0.224,0,-18.077,0,0.0401,0.462,0.88,0.105,0.395,80.035,4
spotify:track:76Q9wf2sC4BQbg6AdvLHvJ,"Jubilee Street","Push the Sky Away","Nick Cave & The Bad Seeds",2013-02-18,395973,0,false,sartoip888,2020-04-21T14:39:36Z,"","Bad Seed Ltd",0.341,0.422,5,-10.596,1,0.0293,0.43,0.00241,0.22,0.327,83.33,4
spotify:track:4TOMI010Sd4ZAX4aZ5TS85,"Perfect Day","Transformer","Lou Reed",1972-12-01,225000,66,false,sartoip888,2020-04-21T14:56:10Z,"glam rock,proto-punk,art rock","RCA/Legacy",0.4,0.267,10,-12.488,1,0.0323,0.744,0.00734,0.103,0.0872,144.799,3
spotify:track:4WOruM7TiQSETsWYy8bDSX,"One More Cup of Coffee","Desire","Bob Dylan",1976-01-16,224733,54,false,sartoip888,2020-04-21T15:11:14Z,"folk rock,folk,wokaliści i autorzy piosenek,roots rock,country rock","Columbia",0.533,0.473,9,-9.477,0,0.0304,0.167,0.00000202,0.0899,0.305,139.193,4
