Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5Jt9LBya59lo2T9qQ7jfH3,"Sobie i Wam","Sobie i Wam","Męskie Granie Orkiestra 2019;Nosowska;Igo;Organek;Krzysztof Zalewski",2019-05-30,203080,0,false,sartoip888,2019-08-21T20:03:39Z,"","Agencja LIVE",0.724,0.815,9,-7.153,0,0.0386,0.0606,0,0.345,0.914,114.017,4
