Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3gNNXc7GUgKRPR15W77eDR,"One Day / Reckoning Song (Wankelmut Remix) [Radio Edit]","One Day / Reckoning Song (Wankelmut Remix) [Radio Edit]","Asaf Avidan & the Mojos;Wankelmut",2012-06-04,213186,0,false,sartoip888,2022-02-15T10:33:58Z,"","Columbia Deutschland",0.821,0.676,3,-6.366,0,0.0547,0.187,0.0001,0.0904,0.559,119.012,4
