Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:2djEkE4Dljtt24UXqV4x7h,"12 Trio Sonatas, Op. 1, Sonata I in D Minor, Talm I,1: I. Grave","Albinoni: Trio Sonatas, Op. 1","Tomaso Albinoni;L'Arte dell' Arco;Federico Guglielmo",2016-03-01,130120,2,false,sartoip888,2019-11-07T16:09:20Z,"muzyka klasyczna,muzyka kameralna","Brilliant Classics",0.145,0.071,2,-16.344,0,0.0349,0.819,0.00348,0.107,0.0382,74.695,4
